idx,brand_name,cos_name,cos_img_src,grade,grade_count,price,vol,ranking,description,category,category_2
54,다자연,블루 아가베 포어 세럼,https://dn5hzapyfrpio.cloudfront.net/product/ecb/ecb92ea0-67d8-11ee-a8fc-53a978c12048.jpeg?w=456,4.61,305,35000,37ml,모공에센스 2위 다자연 2위,요철 피부 리부팅을 위한 비건 에너지 4주 모공타파 세럼  - 콜라겐 생성에 도움주는 리그닌 성분 함유 탄력을 부여하여 모공관리에 도움 - 쫀쫀한 피부 표현과 동시에 산뜻한 마무리감,스킨케어,에센스/세럼
55,주미소,워터풀 히알루론산 세럼,https://dn5hzapyfrpio.cloudfront.net/product/089/0895bc90-545c-11ef-ab15-d1201946d200.jpeg?w=456,4.58,421,24000,50ml,수분에센스 2위 주미소 4위,"* 본 제품은 패키지 리뉴얼된 제품입니다.  속부터 리얼하게 차오르는 수부지 케어 세럼  - 저분자, 중분자, 고분자 빈틈 없는 3중 히알루론산 함유 - 피부흡수증진 특허 원료로 피부 속까지 빠르게 흡수 - 끈적임 없이 산뜻하게 수분 충전을 도와주는 저자극 세럼",스킨케어,에센스/세럼
56,바이오더마,하이드라비오 히알루+ 세럼,https://dn5hzapyfrpio.cloudfront.net/product/ba3/ba3ee030-b0eb-11ee-8559-5b0a7669a1dc.jpeg?w=456,4.65,156,52000,30ml,수분에센스 3위 바이오더마 3위,단 30분 만에 수분 플럼핑 #수분탄력강화세럼  - 2중 수분탄력 시스템으로 건조-에이징 한 번에 해결 - 투명한 젤 타입 텍스처로 끈적임 없이 빠르게 흡수,스킨케어,에센스/세럼
57,메디큐브,PDRN 핑크 펩타이드 앰플,https://dn5hzapyfrpio.cloudfront.net/product/73b/73b42b30-294e-11ef-9f55-4974ed053bc7.jpeg?w=456,4.61,234,41400,30ml,브라이트닝에센스 2위 메디큐브 1위,연어 PDRN 1% 함유 앰플로 강력한 흔적잡티 핑크 토닝 에센스  - 하루만 사용해도 확실한 잡티흔적 토닝 케어 - 끈적임 없이 수분 가득한 고농축 핑크빛 제형 - 더욱 확실한 잡티흔적 케어를 위한 진정&장벽 강화 솔루션,스킨케어,에센스/세럼
58,설화수,자음생세럼,https://dn5hzapyfrpio.cloudfront.net/product/938/9386a120-bf0c-11ed-be2e-0525d7116dbb.jpeg?w=456,4.6,335,220000,50ml,안티에이징에센스 10위 설화수 2위,* 본 제품은 자음생에센스에서 리뉴얼된 제품입니다.  혁신적인 캡슐로 더 강력해진 진세노믹스™로 피부 깊은 곳부터 살아나는 탄탄한 피부  - 한 병에 담긴 10만 개의 진세노믹스™캡슐 - 기존 대비 8배 빠른 탄력 개선 효과 - 단 7일 사용만으로도 채우고 세우고 당기는 3중 탄력 효과,스킨케어,에센스/세럼
59,잇츠스킨,파워 10 포뮬라 엘아이 이펙터 감초줄렌,https://dn5hzapyfrpio.cloudfront.net/product/917/91799a70-0a06-11ec-91dd-07ad0b7d8826.jpeg?w=456,4.51,2510,15400,30ml,진정에센스 3위 잇츠스킨 3위,"* 본 제품은 파워 10 포뮬라 엘아이 이펙터에서 리뉴얼된 제품입니다.  민감한 피부 고민을 감춰줄 촉촉 진정 에센스  - 감초뿌리추출물 79% + 캄줄렌™ 30,000ppm 함유 - 임상으로 확인된 요철, 속당김, 붉은기 진정 효과 - 100시간 공법 적용으로 유효성분의 파괴를 최소화",스킨케어,에센스/세럼
60,헤브블루,펜타베리 판테놀 리페어 크림,https://dn5hzapyfrpio.cloudfront.net/product/309/309a0580-63ee-11ed-a59a-17ce736231dc.jpeg?w=456,4.81,86,39900,50ml,보습크림 1위 헤브블루 1위,속보습 개선 검증된 수분 자석 덱스판테놀 크림  - 보호막을 한 겹 씌우는 듯한 부드러운 텍스쳐의 무자극 검증 수분 코팅 - 끈적임 없이 부드럽고 산뜻한 마무리 - 무너진 보습 밸런스를 피부 속부터 개선,스킨케어,크림
61,AHC,프로 샷 콜라 쥬비네이션 리프트 4 캡슐 인퓨즈드 아이크림 포 페이스,https://dn5hzapyfrpio.cloudfront.net/product/479/479c9880-dcf4-11ee-9627-7f80bf24c2ee.jpeg?w=456,4.73,370,38000,30ml,아이크림 1위 AHC 1위,"4주만에 4D 스킨 리뉴얼 바르는 리프팅 프로샷  - 4주만에 얼굴 전체 피부 19.1% 리프팅 - 피부 리프팅에 효과적인 T자형 어플리케이터 - 세럼과 아이크림을 함께 사용했을 때, 턱 부위 피부 +32.9% 리프팅",스킨케어,크림
62,랩클,스텝 다운 모이스처라이징 크림,https://dn5hzapyfrpio.cloudfront.net/product/fa6/fa6c7380-8cc9-11ed-b540-a9ad6d038df5.jpeg?w=456,4.72,231,35000,80ml,보습크림 2위 랩클 1위,자극없이 촉촉함만 남겨주는 보습 유목민 크림  - 글로우픽 명예의 전당 수상 - 이탈리아 비건 인증 - 250시간 보습 지속에 도움,스킨케어,크림
63,큐어코드,더블 베리어 크림,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20191113/1573611704518.jpg?w=456,4.6,856,38000,80ml,보습크림 3위 큐어코드 1위,뉴로마이드와 MES 보호막으로 피부 장벽을 탄탄하고 건강하게!  - 피부 속 탄탄한 보습과 장벽 선사  - 피부 장벽 기술 적용으로 끈적임 없이 고보습 - 임상으로 검증된 노화피부 장벽 개선 효과,스킨케어,크림
64,에스트라,아토베리어365 크림,https://dn5hzapyfrpio.cloudfront.net/product/4ff/4ffddc50-8812-11ee-b2fa-3b16a1075b95.jpeg?w=456,4.64,1081,33000,80ml,보습크림 4위 에스트라 2위,민감피부에 특화된 고밀도 세라마이드로 더 강력해진 캡슐 보습크림  - 민감 피부에 특화된 길고 촘촘한 고밀도 세라마이드 - 민감 피부의 장벽 빈틈에서 오래 살아남는 특허 받은 캡슐의 잔존 효과 - 즉각적인 2배 장벽보습! 사용할수록 누적 강화되는 보습체력,스킨케어,크림
65,큐어코드,수딩 릴리프 젤,https://dn5hzapyfrpio.cloudfront.net/product/83c/83c3c0f0-c787-11ed-8a0f-332a1b31f564.jpeg?w=456,4.57,982,31000,80ml,수분크림 1위 큐어코드 2위,자극받은 피부 진정과 산뜻한 수분 장벽 효과 수분크림  - 수분 세럼 바른 듯 산뜻한 수분크림 - 자연유래 성분으로 순하게 진정 케어 - 촉촉하고 건강한 피부 보호막 관리 및 pH5.5 약산성,스킨케어,크림
66,주미소,워터풀 히알루론산 크림,https://dn5hzapyfrpio.cloudfront.net/product/153/153c1c00-545c-11ef-ab15-d1201946d200.jpeg?w=456,4.57,1118,24000,50g,수분크림 2위 주미소 2위,* 본 제품은 패키지 리뉴얼된 제품입니다.  피부 갈증을 채우는 #수분길크림  - 3중 히알루론산으로 피부 깊숙한 곳 부터 수분 공급 - 5가지 발효 추출물로 영양 가득한 피부 장벽 - 수분감 가득한 가벼운 제형으로 수부지 피부에 추천,스킨케어,크림
67,라라클라라,엑소 에이지 엠티에스 펩타이드 크림,https://dn5hzapyfrpio.cloudfront.net/product/2f1/2f126750-f2e2-11ee-aa68-9b27569b5473.jpeg?w=456,4.66,125,55000,50g,안티에이징크림 1위 라라클라라 1위,"천연 미세침(바이오 마이크로 니들)에 콜라겐과 비피다 발효물을 입혀 유효 성분이 피부 깊숙이 침투하여 문제성 피부의 근복적인 해결  - 알로에베라 & 발효 흑마늘 엑스좀화 함유로 미백, 주름개선, 항산화 기능 함유 - 천연미세침 통한 강력한 안티에이징 - 저분자 펩타이드 콤플렉스 성분 함유로 피부탄력과 피부 장벽 강화 도움",스킨케어,크림
68,랩클,프레스티지 펩타이드20 크림,https://dn5hzapyfrpio.cloudfront.net/product/c8e/c8eeea70-9d99-11eb-bafa-2f501f31fa04.jpeg?w=456,4.62,358,60000,50ml,안티에이징크림 2위 랩클 4위,"탄력, 주름, 보습 등의 노화 징후를 한 번에 관리하는 기능성 크림  - 글로우픽 명예의 전당 수상 - 20가지 펩타이드 함유 - 인체적용시험으로 확인된 주름 및 탄력 개선 효과",스킨케어,크림
69,에스트라,아토베리어 크림 MD,https://dn5hzapyfrpio.cloudfront.net/product/0e1/0e1c8350-512a-11ee-8002-fd47423b13e2.jpeg?w=456,4.69,246,35000,100g,보습크림 6위 에스트라 3위,* 본 제품은 크림 MD에서 리뉴얼된 제품입니다.  건조한 피부 등 피부장벽이 손상된 부위에 피부 보호를 위해 사용하는 점착성투명창상피복재,스킨케어,크림
70,백아율,모이스처 밸런싱 크림,https://dn5hzapyfrpio.cloudfront.net/product/90a/90a160c0-21f6-11ed-9c94-ab05ebe52a8f.png?w=456,4.62,323,32000,50ml,수분크림 3위 백아율 2위,"닿는 순간 착, 쫀쫀한 찰떡 수분크림  - 과학적으로 설계한 겔 속 수분과 영양 - 48시간 보습, 확실하게 지속 효과 임상 완료 - 쫀쫀한 보습감과 밀림없는 산뜻한 마무리",스킨케어,크림
71,스킨푸드,블루 캐모마일 히알루로닉 수분 크림,https://dn5hzapyfrpio.cloudfront.net/product/82a/82af2550-0107-11ef-9a9c-1decd759a7c4.jpeg?w=456,4.65,157,25000,70ml,수분크림 4위 스킨푸드 2위,캐모마일꽃수와 7중 히알루론산으로 촘촘한 수분을 채워주는 화잘먹 수분 크림,스킨케어,크림
72,설화수,자음생크림 소프트,https://dn5hzapyfrpio.cloudfront.net/product/97b/97b3fed0-5775-11ee-b94b-43c959976da3.jpeg?w=456,4.67,307,270000,60ml,안티에이징크림 3위 설화수 1위,끈적임 없이 빠른 흡수의 산뜻한 데일리 안티에이징 크림,스킨케어,크림
73,웰라쥬,하이퍼 펩타이드 밴디지 크림,https://dn5hzapyfrpio.cloudfront.net/product/106/106a6d70-43fa-11ef-967d-633faf007aa6.jpeg?w=456,4.64,168,26000,50ml,모공크림 1위 웰라쥬 2위,모공 틈새 속탄력 꽉-채워 UP! #모공PT크림  - 모공 속 탄력 UP! 밴딩 UP! #모공속탄력크림 - 모공 탄력 끌어 올려↗ #모공타이트닝 - 텅-빈 모공 탄력을 탄탄하게! #속탄력 효과,스킨케어,크림
74,시메스,노르딕 버치 에너지 아이밤,https://dn5hzapyfrpio.cloudfront.net/product/ec6/ec6359c0-1461-11ec-99fc-b7ef2b31a684.jpeg?w=456,4.64,172,19500,10ml,아이크림 2위 시메스 1위,"자연 유래 성분으로 케어하는 링클스팟  - 핀란드산 자작나무잎추출물은 진정과 항균 효과를 주고 비타민C가 눈가는 더 환해지도록 케어 - 식약처 인증 아데노신 성분으로 눈가 주름을 효과적으로 개선 - 잔주름이 시작되는 눈가주름, 팔자주름, 목주름 등 잔주름 케어에 효과적",스킨케어,크림
75,케어존,리큐어 노르데나우 시카 크림,https://dn5hzapyfrpio.cloudfront.net/product/5ed/5ed1ed70-bfc6-11ee-8b58-0deaf2c9d617.jpeg?w=456,4.59,595,30000,60ml,진정크림 1위 케어존 1위,"* 본 제품은 패키지 리뉴얼된 제품입니다.  피부속까지 수분은 채우고, 피부장벽은 강화 강화해주는 속보습 수분진정 시카크림  - 노르데나우 광천수로 피부 보습 및 수분 장벽에 도움 - 감초판테놀의 시카보다 강력한 피부 진정 및 피부장벽 효과 - 피부 속(피부각질층) 10층까지 수분량을 증가시켜 속보습 강화",스킨케어,크림
76,로더,리바이탈라이징 수프림 플러스 유스 파워 크림,https://dn5hzapyfrpio.cloudfront.net/product/d57/d5756710-7d8b-11ec-a0c7-67853665ac7f.jpeg?w=456,4.64,163,165000,50ml,안티에이징크림 4위 에스티 로더 1위,"깊은 보습감으로 피부 본연의 힘을 강화시켜 속부터 탄탄하게 차오르는 피부  - 더욱 단단해진 탄력 개선 효과를 선사 - 강력한 항산화 성분이 외부 자극으로부터 피부를 보호해주며, 피부 장벽을 강화해 수분을 72시간동안 유지 - 피부 본연의 힘을 강화시켜 주어 더욱 단단하고 건강한 피부를 선사하며, 지속적으로 사용 시 모공 감소에 도움",스킨케어,크림
77,코이,플로우 리프팅 랩핑 크림,https://dn5hzapyfrpio.cloudfront.net/product/f59/f595e6b0-7851-11ee-a1fd-67eefcaf0cf0.jpeg?w=456,4.67,193,52000,50ml,안티에이징크림 5위 코이 1위,지모뿌리에서 매우 소량 추출되는 보르피린은 힘을 잃은 피부를 탄탄하고 볼륨감 있게 케어,스킨케어,크림
78,에르쯔틴,리제너레이티브 실트크림,https://dn5hzapyfrpio.cloudfront.net/product/8f3/8f386710-f38d-11ed-aabe-5526e8e7b55e.jpeg?w=456,4.62,341,45000,50g,안티에이징크림 6위 에르쯔틴 1위,피부가 좋아하는 단백질 성분 황금비율로 수분탄력과 페이스 라인을 완성하는 탄력 실트 크림,스킨케어,크림
79,라라클라라,엑소 에이지 햄프 미스트 세럼,https://dn5hzapyfrpio.cloudfront.net/product/e75/e7569210-380f-11ef-be7a-d17657e2a56f.jpeg?w=456,4.63,316,55000,80ml,오일미스트 1위 라라클라라 2위,"피부 깊숙이 속 부터 탄탄히 차오르는 쫀쫀 재생 케어 피부 솔루션!  - 無 인공 향료(천연 아로마 오일 시트러스 향), 無인공 색소, 민감성 피부를 위한 6가지 유해 성분 배제 순한 무자극 미스트 - 피부 보습 및 재생 효과에 탁월한 발효 흑마늘과 알로에베라를 엑소좀화한 피부 장벽 케어 - 단백질, 오메가 3 · 6등 필수지방산 함유 햄프씨드 오일과 저분자 펩타이드의 완벽한 조화",스킨케어,미스트
80,아이레시피,아쿠아 피토플렉스 크림 인 토너 미스트,https://dn5hzapyfrpio.cloudfront.net/product/2c9/2c97dce0-17ee-11ef-bd5c-bf4410c93f3f.jpeg?w=456,4.63,268,15000,60ml,크림미스트 1위 아이레시피 1위,"크림 한 통이 미스트에 풍덩! 수분감 팡팡 터지는 아쿠아 플렉스 라인  - 복잡한 스킨 케어 단계를 한 번에! 최소 단계, 최대 효과 - 모공 크기 1/400크기의 초미세마이크로공법, 아쿠아 피토 플렉스 - 8가지 유해성분 무첨가, 저자극 처방",스킨케어,미스트
81,달바,화이트 트러플 프리미엄 인텐시브 세럼,https://dn5hzapyfrpio.cloudfront.net/product/7e3/7e3dae60-f87f-11ed-958b-39f07d153cd9.jpeg?w=456,4.48,1355,46000,100ml,오일미스트 2위 달바 1위,이탈리아산 유래 화이트 트러플과 6가지 식물유래 오일 에너지로 피부 보습과 리프팅을 원샷에  - 세안 후 빠르게 흡수되어 수분 보호막 형성 - 미세한 곳까지 촘촘하게 닿아 탄력과 주름개선에 도움 - 피부에 생기를 선사하며 매끈한 피부결 유지,스킨케어,미스트
82,달바,화이트 트러플 수프림 인텐시브 세럼,https://dn5hzapyfrpio.cloudfront.net/product/394/394e3b20-f9f7-11ed-9207-ab5c9176f5af.jpeg?w=456,4.57,338,46000,100ml,오일미스트 3위 달바 2위,"황금빛 에너지로 탄력있게 차오르는 항산화 세럼  - 인체 유사 구조 비건 콜라겐으로 탄력있게 차오르는 피부 - 달바 프리미엄 시그니처 오일로 촉촉한 피부 윤기 탄생 - 피부 탄력, 보습, 영양 등에 도움",스킨케어,미스트
83,라보드레,밸런싱 토너 미스트,https://dn5hzapyfrpio.cloudfront.net/product/746/74688fd0-c789-11ed-aa51-85e68f730185.jpeg?w=456,4.49,257,18000,120g,워터미스트 1위 라보드레 1위,"세안 직후 가장 빠르게 채우는 수분, 뿌리는 진정 토너  - 경쾌하고 청명한 분사 - 부드럽게 내려앉는 이슬 - 수분가득 산뜻한 마무리감",스킨케어,미스트
84,엘리샤코이,콤부차 결바이옴 미스트,https://dn5hzapyfrpio.cloudfront.net/product/507/5078b520-e9c1-11eb-b720-e1487266e922.jpeg?w=456,4.47,139,25000,100ml,워터미스트 2위 엘리샤코이 1위,콤부차의 신바이오틱스 유산균이 피부면역체계를 근본적으로 케어해 계속되는 외부 자극에도 건강한 피부결로 가꿔주는 미스트  - 동물성 원료 및 인공색소를 배제한 비건 처방 화장품으로 피부에 편안한 휴식을 선사 - 506시간 발효 콤부차 86% 함유  - 고른 입자가 피부결 사이사이 수분채움,스킨케어,미스트
85,브이앤코,브이 코어텍틴 미스트,https://dn5hzapyfrpio.cloudfront.net/product/a6b/a6b57670-8972-11ec-9453-6b52f1b0dc9d.jpeg?w=456,4.44,112,25000,150ml,워터미스트 3위 브이앤코 5위,"탄력을 채우는 안개분사, 뿌리는 탄력케어 미스트  - 4중 복합성분 코어텍틴으로 탄력, 수분, 영양을 한 번에 - 안개 분사력으로 빈틈없이 촉촉하게 케어 - 블렌디드 제형으로 처음부터 끝까지 동일한 유수분 밸런스 케어",스킨케어,미스트
86,바닐라코,미스 플라워 앤 미스터 허니 프로폴리스 리쥬비네이팅 앰플 미스트,https://dn5hzapyfrpio.cloudfront.net/product/84a/84a781f0-25a3-11ec-b2c6-0b151979e4b4.jpeg?w=456,4.45,101,25000,99ml,오일미스트 4위 바닐라코 5위,끈적임 없이 산뜻하게 흡수되는 프로폴리스 앰플 미스트  - 미세한 입자로 뭉침없이 빠르게 - 뿌리는 프로폴리스 앰플로 피부 깊숙이 단단하게 수분픽스 - 레드 프로폴리스 성분이 수분을 더하고 Yellow Flower Oil™이 보습막을 만들어 오랫동안 촉촉한 꿀광 피부 연출,스킨케어,미스트
87,홀리카홀리카,굳세라 수퍼 세라마이드 미스트,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20170809/1502270867583.png?w=456,4.33,1362,17000,120ml,워터미스트 4위 홀리카홀리카 15위,"* 본 제품은 리뉴얼된 제품입니다.  민감한 피부를 진정시키고, 피부 갈증을 채워주는 안개분사 세라마이드 미스트  - 저자극 약산성 pH 5.5 유지 - 파워 세라마이드 처방 - 각질층을 케어하는 바실러스 발효물 함유",스킨케어,미스트
88,달바,화이트 트러플 바이탈 스프레이 세럼,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200702/1593652830649.jpg?w=456,4.36,432,29000,100ml,오일미스트 5위 달바 12위,"순하고 산뜻하게 보습 진정 케어 하는 리프레쉬 레드 솔루션 세럼  - 진정 오일층+영양 에센스층 2중 레이어링 - 진정이 필요한 순간, 긴급 진정 릴렉스 - 저자극 순한 처방으로 민감 피부 안심 세럼",스킨케어,미스트
